SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;acceleration;steering;isValid;
1513353116.605551;1513353116.605551;1513353116.60559;3;-0.5519476;1;
1513353116.61555;1513353116.61555;1513353116.615587;3;-0.551949;1;
1513353116.625558;1513353116.625558;1513353116.625596;3;-0.5519504;1;
1513353116.635515;1513353116.635515;1513353116.635554;3;-0.5519517;1;
1513353116.645572;1513353116.645572;1513353116.645609;3;-0.551953;1;
1513353116.65556;1513353116.65556;1513353116.655597;3;-0.5519543;1;
1513353116.665747;1513353116.665747;1513353116.665785;3;-0.5519556;1;
1513353116.675563;1513353116.675563;1513353116.6756;3;-0.5519568;1;
1513353116.685566;1513353116.685566;1513353116.685611;3;-0.5519581;1;
1513353116.695589;1513353116.695589;1513353116.695667;3;-0.5519593;1;
1513353116.705545;1513353116.705545;1513353116.705584;3;-0.5519604;1;
1513353116.715546;1513353116.715546;1513353116.715583;3;-0.5519616;1;
1513353116.725567;1513353116.725567;1513353116.725605;3;-0.5519627;1;
1513353116.735551;1513353116.735551;1513353116.735588;3;-0.5519638;1;
1513353116.745569;1513353116.745569;1513353116.745611;3;-0.5519649;1;
1513353116.755569;1513353116.755569;1513353116.755607;3;-0.551966;1;
1513353116.76552;1513353116.76552;1513353116.765559;3;-0.551967;1;
1513353116.775554;1513353116.775554;1513353116.77559;3;-0.551968;1;
1513353116.785593;1513353116.785593;1513353116.785654;3;-0.551969;1;
1513353116.795559;1513353116.795559;1513353116.7956;3;-0.5519699;1;
1513353116.805531;1513353116.805531;1513353116.80557;3;-0.5519709;1;
1513353116.815565;1513353116.815565;1513353116.815603;3;-0.5519719;1;
1513353116.825563;1513353116.825563;1513353116.825601;3;-0.5519728;1;
1513353116.835576;1513353116.835576;1513353116.835629;3;-0.5519737;1;
1513353116.845554;1513353116.845554;1513353116.845591;3;-0.5519745;1;
1513353116.855536;1513353116.855536;1513353116.855574;3;-0.5519754;1;
1513353116.865572;1513353116.865572;1513353116.865619;3;-0.5519763;1;
1513353116.875566;1513353116.875566;1513353116.875603;3;-0.5519771;1;
1513353116.885564;1513353116.885564;1513353116.885602;3;-0.5519779;1;
1513353116.895563;1513353116.895563;1513353116.8956;3;-0.5519787;1;
1513353116.905562;1513353116.905562;1513353116.905598;3;-0.5519795;1;
1513353116.915562;1513353116.915562;1513353116.915598;3;-0.5519803;1;
1513353116.92556;1513353116.92556;1513353116.925612;3;-0.551981;1;
1513353116.935575;1513353116.935575;1513353116.935613;3;-0.5519817;1;
1513353116.945562;1513353116.945562;1513353116.945598;3;-0.5519825;1;
1513353116.955553;1513353116.955553;1513353116.95559;3;-0.5519832;1;
1513353116.965565;1513353116.965565;1513353116.965603;3;-0.5519839;1;
1513353116.97553;1513353116.97553;1513353116.975568;3;-0.5519845;1;
1513353116.985572;1513353116.985572;1513353116.985611;3;-0.5519852;1;
1513353116.995562;1513353116.995562;1513353116.9956;3;-0.5519859;1;
1513353117.005571;1513353117.005571;1513353117.005608;3;-0.5519865;1;
